x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,label
0.3334436264548146,-9.336649821213586,-6.888766408539091,3.3699765863222226,2.6918878317762824,-0.3766063818892385,-1.829312183513997,1.964839059221719,-1.0065557445573106,-5.1989677497971805,D
0.24898884979459335,-7.64358613877387,-4.43702955105506,4.461310362847126,-0.09979862089545766,-0.8942891367624594,-2.015378350042735,1.4276111796331237,-5.867180103803942,-5.13650817328428,D
0.4674030282427296,3.1607444422151927,7.471959677022305,0.9179240388578711,-2.0687546823841405,-0.44508527070084725,4.735610909433327,-0.6878571688490087,-3.1903328691843607,9.219015863501511,B
-1.75920509502627,1.6042050805418762,0.9458876641975724,-0.4034328557238351,1.381242935592598,0.680194665027495,1.8819540500496683,-0.1564264665392711,3.514367421358979,-3.416243093529692,C
1.5200487549100117,-7.401677703539925,-5.664986258576053,6.0315208732881995,1.2247182831832453,-0.002912221963399686,-0.2067059435594807,3.355251951020853,-3.3259933604943828,1.1103665976847736,D
1.0018954458302654,-6.64446704248521,-6.479816756914528,3.496356151456557,0.7013333159893113,-1.963971073206967,3.277359367241082,2.068672976583701,-1.7249071236867946,-3.885412555291027,D
0.45771444308729214,-5.64041453878556,-5.766630507321355,3.1716258709129237,3.1651956675027284,-1.7495475584084532,0.4047625229237709,1.7180418951439105,0.9101269696841001,-3.6281685817927576,D
-3.109864682406262,-1.2632635344991348,-1.03093884486705,2.11829674733172,0.9365235971492283,0.677675603020728,0.17516234103898798,-0.4599316516445348,-1.4683698914623422,-0.8959983821333932,C
-2.878052433369771,0.13511336276180275,-8.90235299237173,5.123587384879991,3.2856707503998446,0.8660008702556448,5.496959148623973,8.404683559463217,2.815376392814874,-7.893876724763953,E
0.7357595978624242,-8.058582753498019,-4.583817568287772,4.648412786337373,1.086188661234028,0.8186037875506093,-0.39426529391931114,1.619019186024578,-2.4465365236087333,-6.76777780980437,D
1.7614788562144152,1.7075695365962715,3.4351108819264606,5.126487873837917,-3.281126734865139,-2.494300468696872,4.4992696093525675,-0.15543404141322198,-1.6851359740450618,5.812851933914954,B
-5.008613993998749,-11.505886398987897,4.474214553668263,-3.1917676759283076,2.2675077551758136,0.116849522899092,2.2058427250203243,3.3609318146536773,-0.47072497655719503,5.661657909011849,A
-5.874290924277959,-10.755704759919315,9.514649900421423,-3.5683209385102677,-1.2491589270193209,1.1243075468915902,3.1068465329299992,0.9940469098306992,-1.7096332109340722,7.027908183936467,A
-3.631369635488489,1.6966003130250389,-9.936650801565746,5.669255099611492,0.9217592766183591,2.6407600219544296,6.579660890927404,7.645627585190439,3.5581133131683136,-8.927479356726591,E
1.5848878206885157,-6.633165548799896,-6.989375181170388,2.5255800466030824,-0.3438046065653376,-0.729911994350394,-0.7392167697338927,1.7828758840582026,-2.456464674325755,-2.663078798241272,D
-0.21988928458521562,-5.970182345348016,-4.835644670741307,5.13764844409351,1.5096949069534555,-0.6178293279670255,-3.1489866471163377,-2.0920064484938097,-4.772379081184345,-2.720536072976562,D
-1.864899052919688,-1.015102204267944,-0.7595815472218705,0.6539459491865868,1.1081422550018205,1.2595119271140909,1.269917128025444,-0.5291431840098659,1.4876989915685388,-0.5184564771844586,C
1.7343076656338272,-9.530378550475348,-4.317055039543446,2.7210429171423502,-1.9318852153895287,-1.940250077919187,-1.6656528966681956,0.8574189983081513,-2.254940846185295,-4.546258843002967,D
2.5441762956841316,3.0319713636802947,1.9583865612347453,-0.8294341358265452,2.7259320542108387,0.8371202170585098,4.67830260861449,2.4796616007247736,2.5802861207453818,3.450690049223736,C
0.31548570997902803,-6.26244120035771,-7.969241572671858,3.055399912639629,-0.15952092692569053,0.9453481165394212,-1.957771639831774,-1.4343584786722021,-3.689659629600384,-0.4602222014712871,D
-5.88871694032128,-10.167014365122574,5.462183734765794,-5.231142781158734,1.5520996972877346,0.6487183395113323,5.907590879361075,3.7788922199478665,-1.2065703876470297,3.996292083834875,A
-3.1636779447906247,-8.832859683487131,11.464302854924904,-2.988091101892529,2.7033429641053397,1.762313040620057,3.1176933388867876,4.4796567707214745,0.3558901591381245,9.483087596453435,A
-3.5619535123970776,-10.75605404090639,9.981463932452687,-3.360575781015597,4.466434637701488,2.64531124809695,3.708975338594668,3.508736063140888,0.07617146204252112,5.073958432631795,A
1.2868027440366665,-6.798383783131615,-6.26745266727783,2.1096428202396225,-0.8613350129446115,-2.5412418629705535,1.403402902725882,0.42807235213407036,-3.2546145626859713,-3.9146519858388844,D
